1,0.59443631,0.0703125,0.053440703,0.018554688
1,0.537335286,0.074707031,0.040263543,0.041992188
1,0.177891654,0.122558594,0.040263543,0.022949219
1,0.119326501,0.26171875,0.054172767,0.029785156
1,0.765007321,0.660644531,0.059297218,0.039550781
1,0.118594436,0.668945313,0.065153734,0.041503906
1,0.343338214,0.810546875,0.087847731,0.043945313
1,0.762079063,0.793945313,0.115666179,0.133300781
2,0.680819912,0.09765625,0.084187408,0.054199219
2,0.518301611,0.068359375,0.137628111,0.135742188
2,0.341874085,0.059570313,0.046852123,0.016113281
2,0.112005857,0.116699219,0.112737921,0.089355469
2,0.730600293,0.293457031,0.019033675,0.052246094
2,0.368228404,0.458496094,0.319180088,0.020507813
2,0.153001464,0.310546875,0.133967789,0.118652344
2,0.93704246,0.537597656,0.019033675,0.033203125
2,0.730600293,0.545898438,0.112737921,0.075195313
2,0.871156662,0.700195313,0.040995608,0.026855469
2,0.896046852,0.814941406,0.072474378,0.089355469
2,0.821376281,0.837890625,0.065885798,0.047851563
2,0.584187408,0.570800781,0.115666179,0.050292969
2,0.552708638,0.769042969,0.140556369,0.037597656
2,0.187408492,0.880859375,0.187408492,0.065429688
3,0.609077599,0.085449219,0.103221083,0.083007813
3,0.599560761,0.225097656,0.106149341,0.026855469
3,0.412152269,0.125,0.115666179,0.125
3,0.624450952,0.495605469,0.059297218,0.104492188
3,0.18374817,0.429199219,0.125183016,0.154296875
3,0.018301611,0.431152344,0.150073206,0.154296875
3,0.815519766,0.710449219,0.027818448,0.037597656
3,0.677891654,0.660644531,0.084187408,0.06640625
3,0.555636896,0.681152344,0.084919473,0.056640625
3,0.46852123,0.68359375,0.049780381,0.012207031
3,0.584187408,0.894042969,0.065153734,0.058105469
3,0.346266471,0.729492188,0.081259151,0.041503906
3,0.188872621,0.65234375,0.05636896,0.017578125
5,0.465592972,0.783691406,0.121522694,0.037109375
4,0.674963397,0.145507813,0.088579795,0.030273438
4,0.661786237,0.258300781,0.09443631,0.043457031
4,0.530746706,0.268554688,0.087847731,0.043945313
4,0.849926794,0.514648438,0.109077599,0.06640625
4,0.136896047,0.554199219,0.187408492,0.168945313
5,0.289897511,0.143554688,0.050512445,0.014648438
5,0.428257687,0.065917969,0.061493411,0.021484375
5,0.46852123,0.293457031,0.046852123,0.014648438
5,0.021229868,0.424316406,0.115666179,0.062988281
